m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,obs_date,rating_cnt_strong_buys,rating_cnt_mod_buys,rating_cnt_holds,rating_cnt_mod_sells,rating_cnt_strong_sells,rating_mean_recom,rating_cnt_with,rating_cnt_without
VISA,V,Visa,,NYSE,USD,2018-07-13,24,2,1,0,0,1.1,27,0
VISA,V,Visa,,NYSE,USD,2018-06-04,25,2,1,0,0,1.1,28,0
VISA,V,Visa,,NYSE,USD,2018-05-18,26,2,1,0,0,1.1,29,0
VISA,V,Visa,,NYSE,USD,2018-04-27,26,2,0,0,0,1.1,28,0
VISA,V,Visa,,NYSE,USD,2018-04-23,25,2,0,0,0,1.1,27,0
VISA,V,Visa,,NYSE,USD,2018-03-28,25,3,0,0,0,1.1,28,0
VISA,V,Visa,,NYSE,USD,2018-03-09,24,3,0,0,0,1.1,27,0
VISA,V,Visa,,NYSE,USD,2018-02-01,24,3,1,0,0,1.2,28,0
VISA,V,Visa,,NYSE,USD,2018-01-24,24,2,1,0,0,1.1,27,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-12-17,13,2,1,0,0,1.2,16,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-10-22,12,2,1,0,0,1.2,15,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-10-18,13,2,1,0,0,1.2,16,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-10-12,14,2,1,0,0,1.2,17,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-09-18,13,2,1,0,0,1.2,16,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-09-10,12,2,1,0,0,1.2,15,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-07-20,13,2,0,0,0,1.1,15,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-07-18,14,2,0,0,0,1.1,16,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-07-16,13,1,0,0,0,1.0,14,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-07-12,14,1,0,0,0,1.0,15,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-06-28,14,0,0,0,0,1.0,14,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-06-11,14,1,0,0,0,1.0,15,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-06-04,13,1,0,0,0,1.0,14,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-06-01,14,1,0,0,0,1.0,15,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-04-12,15,1,0,0,0,1.0,16,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-04-06,14,1,0,0,0,1.0,15,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-04-04,15,1,0,0,0,1.0,16,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-03-16,16,1,0,0,0,1.0,17,0
UNIH,UNH,UnitedHealth Group,,NYSE,USD,2018-03-05,17,1,0,0,0,1.0,18,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-12-11,4,0,9,0,3,2.8,16,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-10-19,4,0,8,0,3,2.8,15,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-10-17,5,0,7,0,3,2.7,15,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-09-20,5,1,7,0,3,2.6,16,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-04-26,5,1,8,0,3,2.7,17,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-04-25,4,1,8,0,3,2.8,16,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-01-26,5,1,8,0,3,2.7,17,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-01-18,5,1,7,0,3,2.6,16,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-01-09,6,1,7,0,3,2.5,17,0
SPM,TRV,The Travelers Companies,,NYSE,USD,2018-01-08,5,1,8,0,3,2.7,17,0
SD,CVX,Chevron,,NYSE,USD,2018-10-22,10,1,5,0,0,1.7,16,0
SD,CVX,Chevron,,NYSE,USD,2018-09-11,9,1,5,0,0,1.7,15,0
SD,CVX,Chevron,,NYSE,USD,2018-09-06,9,1,4,0,0,1.6,14,0
SD,CVX,Chevron,,NYSE,USD,2018-07-26,10,1,3,0,0,1.5,14,0
SD,CVX,Chevron,,NYSE,USD,2018-07-25,9,1,3,0,0,1.5,13,0
SD,CVX,Chevron,,NYSE,USD,2018-07-23,10,1,3,0,0,1.5,14,0
SD,CVX,Chevron,,NYSE,USD,2018-07-03,11,1,3,0,0,1.5,15,0
SD,CVX,Chevron,,NYSE,USD,2018-06-18,12,1,2,0,0,1.3,15,0
SD,CVX,Chevron,,NYSE,USD,2018-06-08,12,0,3,0,0,1.4,15,0
SD,CVX,Chevron,,NYSE,USD,2018-06-01,11,0,3,0,0,1.4,14,0
SD,CVX,Chevron,,NYSE,USD,2018-05-21,12,0,3,0,0,1.4,15,0
SD,CVX,Chevron,,NYSE,USD,2018-04-25,13,0,3,0,0,1.4,16,0
SD,CVX,Chevron,,NYSE,USD,2018-02-28,13,0,4,0,0,1.5,17,0
SD,CVX,Chevron,,NYSE,USD,2018-02-23,12,0,5,0,0,1.6,17,0
SD,CVX,Chevron,,NYSE,USD,2018-02-09,12,0,4,0,1,1.7,17,0
SD,CVX,Chevron,,NYSE,USD,2018-02-06,12,0,3,0,2,1.8,17,0
SD,CVX,Chevron,,NYSE,USD,2018-02-05,10,0,5,0,2,2.1,17,0
SD,CVX,Chevron,,NYSE,USD,2018-01-31,9,0,6,0,2,2.2,17,0
SD,CVX,Chevron,,NYSE,USD,2018-01-30,9,1,6,0,2,2.1,18,0
SD,CVX,Chevron,,NYSE,USD,2018-01-29,9,1,5,0,2,2.1,17,0
SD,CVX,Chevron,,NYSE,USD,2018-01-11,9,1,6,0,2,2.1,18,0
SD,CVX,Chevron,,NYSE,USD,2018-01-04,8,1,7,0,2,2.3,18,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-12-13,7,1,8,0,1,2.2,17,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-10-22,6,0,10,0,1,2.4,17,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-10-19,5,0,10,0,1,2.5,16,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-09-20,4,0,11,0,1,2.6,16,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-09-17,3,0,11,0,1,2.7,15,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-07-20,4,0,11,0,1,2.6,16,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-07-19,3,0,11,0,1,2.7,15,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-07-09,3,0,10,0,1,2.7,14,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-04-30,4,0,9,0,1,2.6,14,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-04-20,4,1,9,0,1,2.5,15,0
PG,PG,Procter & Gamble,,NYSE,USD,2018-02-28,6,1,6,0,1,2.2,14,0
PFE,PFE,Pfizer,,NYSE,USD,2018-12-11,4,1,4,0,1,2.3,10,0
PFE,PFE,Pfizer,,NYSE,USD,2018-11-06,5,1,3,0,1,2.0,10,0
